"lang"
{
	"Language"		"Russian"
"DOTA_Tooltip_ability_pet_ancient_hulk_blink"					"Blink"
"DOTA_Tooltip_ability_pet_ancient_hulk_blink_Description"		"Телепортирует к указанной точке."
"DOTA_Tooltip_ability_pet_ancient_hulk_blink_blink_range"		"ДИСТАНЦИЯ:"

"DOTA_Tooltip_ability_pet_ancient_hulk_invis"					"Shadow Hulk"
"DOTA_Tooltip_ability_pet_ancient_hulk_invis_Description"		"Дает невидимость и дополнительную скорость бега."
"DOTA_Tooltip_ability_pet_ancient_hulk_invis_duration"			"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_pet_ancient_hulk_invis_bonus_movespeed"	"%СКОРОСТЬ БЕГА:"
"DOTA_Tooltip_modifier_pet_hulk_invis"							"INVISIBLE"

"DOTA_Tooltip_ability_pet_ancient_hulk_desolation"				"Hulk Desolation"
"DOTA_Tooltip_ability_pet_ancient_hulk_desolation_Description"	"Снижает броню при атаках."
"DOTA_Tooltip_ability_pet_ancient_hulk_desolation_bonus_armor"	"БРОНЯ:"
"DOTA_Tooltip_ability_pet_ancient_hulk_desolation_duration"		"ДЛИТЕЛЬНОСТЬ:"

"DOTA_Tooltip_modifier_pet_ah_disarmor"							"ARMOR REDUCED"
"DOTA_Tooltip_modifier_pet_great_cleave"						"Cleave Damage Percent       60"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\creeps\pet_hulk.txt' end

"DOTA_Tooltip_Ability_item_harpoon_3" "Harpoon"
		"DOTA_Tooltip_Ability_item_harpoon_3_Description"					"<h1>Активное: Draw Forth</h1> Выстреливает в выбранного врага гарпун, который тянет владельца и цель друг к другу на расстояние до %pull_distance_pct%%% от изначального. Если владелец сражается в ближнем бою, притягивает его и цель на расстояние атаки.\n\n <h1>Пассивное: Echo Strike</h1> Позволяет героям ближнего боя совершить двойную атаку, которая на %slow_duration% сек. уменьшает скорость передвижения жертвы на %movement_slow%%%. Перезарядка: %passive_cooldown% сек."
		"DOTA_Tooltip_Ability_item_harpoon_3_bonus_health"					"+$health"
		"DOTA_Tooltip_Ability_item_harpoon_3_bonus_agility"					"+$agi"
		"DOTA_Tooltip_Ability_item_harpoon_3_bonus_intellect"					"+$int"
		"DOTA_Tooltip_Ability_item_harpoon_3_bonus_attack_speed"				"+$attack"
		"DOTA_Tooltip_Ability_item_harpoon_3_bonus_damage"					"+$damage"
		"DOTA_Tooltip_Ability_item_harpoon_3_bonus_strength"              	"+$str"
		"DOTA_Tooltip_Ability_item_harpoon_3_bonus_mana_regen"             			"+$mana_regen"
		"DOTA_Tooltip_modifier_item_harpoon_3_pull"							"Harpoon"
		"DOTA_Tooltip_modifier_item_harpoon_3_pull_Description"				"Это существо тянут гарпуном."
		"DOTA_Tooltip_modifier_item_harpoon_3_slow"							"Harpoon"
		"DOTA_Tooltip_modifier_item_harpoon_3_slow_Description"				"Передвижение замедлено на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_item_harpoon_3_internal_cd"					"Echo Strike у Harpoon"
		"DOTA_Tooltip_modifier_item_harpoon_3_internal_cd_Description"		"Двойная атака перезаряжается."

        "DOTA_Tooltip_Ability_item_harpoon_2" "Harpoon"
		"DOTA_Tooltip_Ability_item_harpoon_2_Description"					"<h1>Активное: Draw Forth</h1> Выстреливает в выбранного врага гарпун, который тянет владельца и цель друг к другу на расстояние до %pull_distance_pct%%% от изначального. Если владелец сражается в ближнем бою, притягивает его и цель на расстояние атаки.\n\n <h1>Пассивное: Echo Strike</h1> Позволяет героям ближнего боя совершить двойную атаку, которая на %slow_duration% сек. уменьшает скорость передвижения жертвы на %movement_slow%%%. Перезарядка: %passive_cooldown% сек."
		"DOTA_Tooltip_Ability_item_harpoon_2_bonus_health"					"+$health"
		"DOTA_Tooltip_Ability_item_harpoon_2_bonus_agility"					"+$agi"
		"DOTA_Tooltip_Ability_item_harpoon_2_bonus_intellect"					"+$int"
		"DOTA_Tooltip_Ability_item_harpoon_2_bonus_attack_speed"				"+$attack"
		"DOTA_Tooltip_Ability_item_harpoon_2_bonus_damage"					"+$damage"
		"DOTA_Tooltip_Ability_item_harpoon_2_bonus_strength"              	"+$str"
		"DOTA_Tooltip_Ability_item_harpoon_2_bonus_mana_regen"             			"+$mana_regen"
		"DOTA_Tooltip_modifier_item_harpoon_2_pull"							"Harpoon"
		"DOTA_Tooltip_modifier_item_harpoon_2_pull_Description"				"Это существо тянут гарпуном."
		"DOTA_Tooltip_modifier_item_harpoon_2_slow"							"Harpoon"
		"DOTA_Tooltip_modifier_item_harpoon_2_slow_Description"				"Передвижение замедлено на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_item_harpoon_2_internal_cd"					"Echo Strike у Harpoon"
		"DOTA_Tooltip_modifier_item_harpoon_2_internal_cd_Description"		"Двойная атака перезаряжается."

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\creeps\pet_mage.txt' begin 
"npc_aa_ancient_mage"													"Ancient Mage"
"DOTA_Tooltip_ability_pet_ancient_mage_silence"							"Silence"
"DOTA_Tooltip_ability_pet_ancient_mage_silence_Description"				"Накладывает безмолвие и замедление на врага. Враг так же получает дополнительный урон."
"DOTA_Tooltip_ability_pet_ancient_mage_silence_slow_percent"			"%ЗАМЕДЛЕНИЕ:"
"DOTA_Tooltip_ability_pet_ancient_mage_silence_duration"				"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_pet_ancient_mage_silence_bonus_take_damage"		"%ДОП УРОН:"
"DOTA_Tooltip_modifier_pet_ancient_mage_silence"						"Silenced"

"DOTA_Tooltip_ability_pet_ancient_mage_astral"							"Astral"
"DOTA_Tooltip_ability_pet_ancient_mage_astral_Description"				"Помещает цель в астрал где она не может атаковать или получать урон от обычных атак, но получает увеличенный урон от заклинаний."
"DOTA_Tooltip_ability_pet_ancient_mage_astral_bonus_spell_damage_pct"	"%ДОП МАГ УРОН:"
"DOTA_Tooltip_ability_pet_ancient_mage_astral_bonus_movement_speed"		"%ЗАМЕДЛЕНИЕ:"
"DOTA_Tooltip_ability_pet_ancient_mage_astral_duration"					"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_modifier_pet_ancient_mage_astral"							"IN ASTRAL"

"DOTA_Tooltip_ability_pet_ancient_mage_heal"							"Ancient Powers"
"DOTA_Tooltip_ability_pet_ancient_mage_heal_Description"				"Лечит выбраного юнита."
"DOTA_Tooltip_ability_pet_ancient_mage_heal_heal"						"ЛЕЧЕНИЕ:"
"DOTA_Tooltip_ability_pet_ancient_mage_heal_heal_pct"					"%ЛЕЧЕНИЕ ОТ МАКС ХП:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\creeps\pet_mage.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\creeps\pet_wolf.txt' begin 
"npc_aa_ancient_wolf"											"Ancient Wolf"
"DOTA_Tooltip_ability_pet_ancient_wolf_vampire"					"Vampire Wolf"
"DOTA_Tooltip_ability_pet_ancient_wolf_vampire_Description"		"Наделяет вампиризмом всех союзников в радиусе 900."
"DOTA_Tooltip_ability_pet_ancient_wolf_vampire_lifesteal"		"%ВАМПИРИЗМ:"
"DOTA_Tooltip_modifier_wolf_vampire"							"Vampire"
"DOTA_Tooltip_modifier_pet_wolf_vampire"						"Вампиризм"
"DOTA_Tooltip_modifier_pet_wolf_vampire_Description"			"Атаки крадут здоровье. Аура: даёт вампиризм союзникам в радиусе 900."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\creeps\pet_wolf.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\creeps\venomancer.txt' begin 
"npc_dota_venomancer_plague_ward_5"									"Plague Ward"
"npc_dota_venomancer_plague_ward_6"									"Plague Ward"
"npc_dota_venomancer_plague_ward_7"									"Plague Ward"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\creeps\venomancer.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\creeps\warlock.txt' begin 
"npc_dota_warlock_golem_4"											"Warlock Golem"
"npc_dota_warlock_golem_5"											"Warlock Golem"
"npc_dota_warlock_golem_6"											"Warlock Golem"
"npc_dota_warlock_golem_7"											"Warlock Golem"
"npc_dota_warlock_golem_scepter_4"									"Warlock Golem"
"npc_dota_warlock_golem_scepter_5"									"Warlock Golem"
"npc_dota_warlock_golem_scepter_6"									"Warlock Golem"
"npc_dota_warlock_golem_scepter_7"									"Warlock Golem"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\creeps\warlock.txt' end

"DOTA_Tooltip_ability_possessed_courage"							"Possessed Courage"
		"DOTA_Tooltip_ability_possessed_courage_Description"				"Демон может поглотить половину урона и атаковать всех врагов находящихся неподалеку."
		"DOTA_Tooltip_ability_possessed_courage_chance"						"%ШАНС:"
		"DOTA_Tooltip_ability_possessed_courage_block_damage"				"%СНИЖЕНИЕ УРОНА:"
		"DOTA_Tooltip_ability_possessed_courage_radius"						"РАДИУС АТАКИ:"
		
		"DOTA_Tooltip_ability_possessed_stun"								"Possessed Stun"
		"DOTA_Tooltip_ability_possessed_stun_Description"					"Демон приходит в ярость и взрывает всех врагов в радиусе, нанося им урон зависящий от максимального здоровья, а после останавливает время для врагов."
		"DOTA_Tooltip_ability_possessed_stun_damage_pct"					"%УРОН ОТ ХП:"
		"DOTA_Tooltip_ability_possessed_stun_duration"						"ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_possessed_stun_radius"						"РАДИУС:"
		"DOTA_Tooltip_modifier_possessed_stun"								"STUNNED"
		
		"DOTA_Tooltip_ability_possessed_kraken"								"Protection of the Crazy"
		"DOTA_Tooltip_ability_possessed_kraken_Description"					"Покрывает защитным покрытием и когда полученный урон достигает определенного предела, способность сбрасывает все отрицательные эффекты."
		"DOTA_Tooltip_ability_possessed_kraken_damage_cleanse"				"ГРАНИЦА УРОНА:"

		"DOTA_Tooltip_ability_possessed_bash"								"Possessed Luck"
		"DOTA_Tooltip_ability_possessed_bash_Description"					"Демон видит слабости врага, и использует их против него же. Станит цель, наносит урон зависящий от максимального хп врагов и получает вампиризм на эту атаку."
		"DOTA_Tooltip_ability_possessed_bash_chance"						"%ШАНС:"
		"DOTA_Tooltip_ability_possessed_bash_bash_time"						"ВРЕМЯ СТАНА:"
		"DOTA_Tooltip_ability_possessed_bash_vampire"						"%ВАМПИРИЗМ:"
		"DOTA_Tooltip_ability_possessed_bash_damage_pct"					"%УРОН ОТ ХП:"
		"DOTA_Tooltip_modifier_possessed_bash_stun"							"STUNNED"
		
		"DOTA_Tooltip_ability_possessed_fury"								"Поехавший"
		"DOTA_Tooltip_ability_possessed_fury_Description"					"Демон теряя свое здоровье становится яростнее.\nБосс мнговенно будет убивать иллюзии при их попытке атаковать.\nКогда жизни опустятся ниже 50 процентов то босс получает бонусные 250 атаки, 400 скорости атаки, БАТ 0.5, trustrike.\nКогда жизни опустятся ниже 25 процентов то босс начинает получать на 20 процентов меньше урона."

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\creeps\map creeps\names.txt' begin 
"npc_aa_creep_zombie_walking"											"Walking Zombie"
"npc_aa_creep_zombie_lying"												"Lying Zombie"

"npc_aa_creep_wolf_big"													"Mother Wolf"
"npc_aa_creep_wolf_small"												"Fury Wolf"

"npc_aa_creep_windwing_big"												"Mother Windwing"
"npc_aa_creep_windwing_small"											"Windwing"

"npc_aa_creep_bear_big"													"Raged Bear"
"npc_aa_creep_bear_small"												"Forest Bear"

"npc_aa_creep_spider_one"												"Toxic spider"
"npc_aa_creep_spider_two"												"Tarantul"

"npc_aa_creep_small_satyr_head"											"Satyr Head"
"npc_aa_creep_small_satyr_middle"										"Satyr Hand"
"npc_aa_creep_small_satyr_little"										"Satyr Phalanx"

"npc_aa_creep_skelet_1"													"Bone Warrior"
"npc_aa_creep_skelet_2"													"Skeleton"

"npc_aa_creep_ogre_big"													"Forest Ogre"
"npc_aa_creep_ogre_small"												"Ogre shaman"

"npc_aa_creep_megacreep_warrior"										"Ancient Warrior"
"npc_aa_creep_megacreep_mage"											"Ancient Mage"

"npc_aa_creep_harpy_big"												"Electric Harpy"
"npc_aa_creep_harpy_small"												"Harpy"

"npc_aa_creep_golem_big"												"Golem"
"npc_aa_creep_golem_small"												"Clay Golem"
