"lang"
{
	"Language"		"English"
"DOTA_Tooltip_ability_pet_ancient_mage_astral"							"Astral"
"DOTA_Tooltip_ability_pet_ancient_mage_astral_Description"				"A powerful banishing spell that slows a unit and renders it unable to attack or be attacked. Afflicted units take extra magic damage."
"DOTA_Tooltip_ability_pet_ancient_mage_astral_bonus_spell_damage_pct"	"%MAGIC DAMAGE INCREASED:"
"DOTA_Tooltip_ability_pet_ancient_mage_astral_bonus_movement_speed"		"%SLOW:"
"DOTA_Tooltip_ability_pet_ancient_mage_astral_duration"					"DURATION:"
"DOTA_Tooltip_modifier_pet_ancient_mage_astral"							"BANISHED"

"DOTA_Tooltip_ability_pet_ancient_mage_heal"							"Ancient Powers"
"DOTA_Tooltip_ability_pet_ancient_mage_heal_Description"				"Heal a friendly target."
"DOTA_Tooltip_ability_pet_ancient_mage_heal_heal"						"HEAL:"
"DOTA_Tooltip_ability_pet_ancient_mage_heal_heal_pct"					"%MAX HP HEAL:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\pet_mage.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\pet_wolf.txt' begin 
"npc_aa_ancient_wolf"											"Ancient Wolf"

"DOTA_Tooltip_ability_pet_ancient_wolf_vampire"					"Vampire Wolf"
"DOTA_Tooltip_ability_pet_ancient_wolf_vampire_Description"		"Grants a vampire aura in a radius of 900 units."
"DOTA_Tooltip_ability_pet_ancient_wolf_vampire_lifesteal"		"%VAMPIRE:"
"DOTA_Tooltip_modifier_wolf_vampire"							"Vampire"

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\pet_wolf.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\venomancer.txt' begin 
"npc_dota_venomancer_plague_ward_5"									"Plague Ward"
"npc_dota_venomancer_plague_ward_6"									"Plague Ward"
"npc_dota_venomancer_plague_ward_7"									"Plague Ward"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\venomancer.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\warlock.txt' begin 
"npc_dota_warlock_golem_4"											"Warlock Golem"
"npc_dota_warlock_golem_5"											"Warlock Golem"
"npc_dota_warlock_golem_6"											"Warlock Golem"
"npc_dota_warlock_golem_7"											"Warlock Golem"
"npc_dota_warlock_golem_scepter_4"									"Warlock Golem"
"npc_dota_warlock_golem_scepter_5"									"Warlock Golem"
"npc_dota_warlock_golem_scepter_6"									"Warlock Golem"
"npc_dota_warlock_golem_scepter_7"									"Warlock Golem"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\warlock.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\!empty.txt' begin 

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\!empty.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\names.txt' begin 
"npc_aa_creep_zombie_walking"											"Walking Zombie"
"npc_aa_creep_zombie_lying"												"Lying Zombie"

"npc_aa_creep_wolf_big"													"Mother Wolf"
"npc_aa_creep_wolf_small"												"Fury Wolf"

"npc_aa_creep_windwing_big"												"Mother Windwing"
"npc_aa_creep_windwing_small"											"Windwing"

"npc_aa_creep_bear_big"													"Raged Bear"
"npc_aa_creep_bear_small"												"Forest Bear"

"npc_aa_creep_spider_one"												"Toxic spider"
"npc_aa_creep_spider_two"												"Tarantul"

"npc_aa_creep_small_satyr_head"											"Satyr Head"
"npc_aa_creep_small_satyr_middle"										"Satyr Hand"
"npc_aa_creep_small_satyr_little"										"Satyr Phalanx"

"npc_aa_creep_skelet_1"													"Bone Warrior"
"npc_aa_creep_skelet_2"													"Skeleton"

"npc_aa_creep_ogre_big"													"Forest Ogre"
"npc_aa_creep_ogre_small"												"Ogre shaman"

"npc_aa_creep_megacreep_warrior"										"Ancient Warrior"
"npc_aa_creep_megacreep_mage"											"Ancient Mage"

"npc_aa_creep_harpy_big"												"Electric Harpy"
"npc_aa_creep_harpy_small"												"Harpy"

"npc_aa_creep_golem_big"												"Golem"
"npc_aa_creep_golem_small"												"Clay Golem"

"npc_aa_creep_gnoll_one"												"Gnoll Ranger"
"npc_aa_creep_gnoll_two"												"Gnoll Thief"

"npc_aa_creep_ghost_big"												"Banshi"
"npc_aa_creep_ghost_small_blue"											"Water Spirit"
"npc_aa_creep_ghost_small_red"											"Vengence Spirit"
"npc_aa_creep_ghost_small_green"										"Live Spirit"

"npc_aa_creep_fallen_warrior"											"Demonic Creature"
"npc_aa_creep_fallen_mage"												"Demonic Witcher"

"npc_aa_creep_demon_warrior"											"Demon Warrior"
"npc_aa_creep_demon_archer"												"Demon Archer"

"npc_aa_creep_salamander_big"											"Underground Salamander"
"npc_aa_creep_salamander_small"											"Salamander"

"npc_aa_creep_ancient_satyr_big"										"Ancient Satyr"
"npc_aa_creep_ancient_satyr_small"										"Ancient Henchman"

"npc_aa_creep_ancient_dragon_big"										"Fire Dragon"
"npc_aa_creep_ancient_dragon_small"										"Dragon"

"npc_aa_creep_centaur_big"												"Centaur Warlord"
"npc_aa_creep_centaur_small"											"Centaur"


"npc_aa_megacreep_energy_creature"										"Energy Creature"
"npc_aa_megacreep_beast"												"Legendary Beast"
"npc_aa_megacreep_golem"												"Abyss Golem"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\names.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\npc_aa_creep_ancient_dragon_big.kv' begin 
"DOTA_Tooltip_ability_ancient_dragon_big_fly"                                                         "Dragon Fly"
"DOTA_Tooltip_ability_ancient_dragon_big_fly_Description"                                             "Massive wings allow him to fly with increased movement speed."
"DOTA_Tooltip_ability_ancient_dragon_big_fly_add_ms"                                                  "BONUS MOVEMENT SPEED:"
"DOTA_Tooltip_ability_ancient_dragon_big_fly_duration"                                                "FLY DURATION:"

"DOTA_Tooltip_ability_ancient_dragon_big_fire_breath"                                                 "Fire Breath"
"DOTA_Tooltip_ability_ancient_dragon_big_fire_breath_Description"                                     "The dragon breathes fire that deal massive damage to units and slows them."
"DOTA_Tooltip_ability_ancient_dragon_big_fire_breath_damage"                                          "DAMAGE:"
"DOTA_Tooltip_ability_ancient_dragon_big_fire_breath_breath_distance"                                 "DISTANCE:"
"DOTA_Tooltip_ability_ancient_dragon_big_fire_breath_duration"                                        "SLOW DURATION:"
"DOTA_Tooltip_ability_ancient_dragon_big_fire_breath_ms_reduction"                                    "%SLOW:"

"DOTA_Tooltip_ability_ancient_dragon_big_ancient_form"                                                "Ancient Form"
"DOTA_Tooltip_ability_ancient_dragon_big_ancient_form_Description"                                    "The dragon turns into ancient form that increasing dragon health and damage."
"DOTA_Tooltip_ability_ancient_dragon_big_ancient_form_add_damage"                                     "ADDITIONAL DAMAGE:"
"DOTA_Tooltip_ability_ancient_dragon_big_ancient_form_add_hp"                                         "ADDITIONAL HEALTH:"
"DOTA_Tooltip_ability_ancient_dragon_big_ancient_form_duration"                                       "DURATION:"


// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\npc_aa_creep_ancient_dragon_big.kv' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\npc_aa_creep_ancient_dragon_small.kv' begin 
"DOTA_Tooltip_ability_ancient_dragon_small_cd_reduction"                                              "Time Trick"
"DOTA_Tooltip_ability_ancient_dragon_small_cd_reduction_Description"                                  "Decrease cooldown of next casted ability."
"DOTA_Tooltip_ability_ancient_dragon_small_cd_reduction_duration"                                     "DURATION"
"DOTA_Tooltip_ability_ancient_dragon_small_cd_reduction_reduction"                                    "COOLDOWN REDUCTION:"

"DOTA_Tooltip_ability_ancient_dragon_small_antiheal"                                                  "Life Corruption"
"DOTA_Tooltip_ability_ancient_dragon_small_antiheal_Description"                                      "Decrease heal of selected unit for a while."
"DOTA_Tooltip_ability_ancient_dragon_small_antiheal_duration"                                         "DURATION:"
"DOTA_Tooltip_ability_ancient_dragon_small_antiheal_percent"                                          "%HEALTH DECREASING:"

"DOTA_Tooltip_ability_ancient_dragon_small_reflect"                                                   "Reflect"
"DOTA_Tooltip_ability_ancient_dragon_small_reflect_Description"                                       "Reflect target spells to enemy."
"DOTA_Tooltip_ability_ancient_dragon_small_reflect_cooldown"                                          "COOLDOWN:"


// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\npc_aa_creep_ancient_dragon_small.kv' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\npc_aa_creep_ancient_satyr_big.kv' begin 
"DOTA_Tooltip_ability_ancient_satyr_big_root"                                                         "Mesh trap"
"DOTA_Tooltip_ability_ancient_satyr_big_root_Description"                                             "Satyr leader throws trapping net to selected point."
"DOTA_Tooltip_ability_ancient_satyr_big_root_radius"                                                  "RADIUS:"
"DOTA_Tooltip_ability_ancient_satyr_big_root_duration"                                                "DURATION:"

"DOTA_Tooltip_ability_ancient_satyr_big_projectile"                                                   "Witcher Bolt"
"DOTA_Tooltip_ability_ancient_satyr_big_projectile_Description"                                       "Satyr launch a projectile around himself that dealing damage to enemy at contact."
"DOTA_Tooltip_ability_ancient_satyr_big_projectile_damage"                                            "DAMAGE:"
"DOTA_Tooltip_ability_ancient_satyr_big_projectile_start_radius"                                      "START RADIUS:"
"DOTA_Tooltip_ability_ancient_satyr_big_projectile_duration"                                          "DURATION:"

"DOTA_Tooltip_ability_ancient_satyr_big_passive"                                                      "Potection Aura"
"DOTA_Tooltip_ability_ancient_satyr_big_passive_Description"                                          "Slow enemy attack speed that perform attacks to Satyr."
"DOTA_Tooltip_ability_ancient_satyr_big_passive_chance"                                               "CHANCE:"
"DOTA_Tooltip_ability_ancient_satyr_big_passive_aspeed_slow"                                          "ATTACK SLOW:"
"DOTA_Tooltip_ability_ancient_satyr_big_passive_duration"                                             "DURATION:"


// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\npc_aa_creep_ancient_satyr_big.kv' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\npc_aa_creep_ancient_satyr_small.kv' begin 
"DOTA_Tooltip_ability_ancient_satyr_small_purge"                                                      "Purge"
"DOTA_Tooltip_ability_ancient_satyr_small_purge_Description"                                          "Purge all positive effects from target."

"DOTA_Tooltip_ability_ancient_satyr_small_aura_manareg"                                               "Mana Restoration Aura"
"DOTA_Tooltip_ability_ancient_satyr_small_aura_manareg_Description"                                   "Increase allies mana restoration in aura."
"DOTA_Tooltip_ability_ancient_satyr_small_aura_manareg_mana_regen"                                    "MP REGEN:"
"DOTA_Tooltip_ability_ancient_satyr_small_aura_manareg_radius"                                        "RADIUS:"

"DOTA_Tooltip_ability_ancient_satyr_small_disarmor"                                                   "Armor Corruption"
"DOTA_Tooltip_ability_ancient_satyr_small_disarmor_Description"                                       "Curses selected target and decrease target armor."
"DOTA_Tooltip_ability_ancient_satyr_small_disarmor_duration"                                          "DURATION:"
"DOTA_Tooltip_ability_ancient_satyr_small_disarmor_armor_reduction"                                   "ARMOR DECREASE:"


// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\npc_aa_creep_ancient_satyr_small.kv' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\npc_aa_creep_bear_big.kv' begin 
"DOTA_Tooltip_ability_creep_bear_big_clap_silence_lua"                                                "Sound Clap"
"DOTA_Tooltip_ability_creep_bear_big_clap_silence_lua_Description"                                    "Powerful clap of giant bear silences nearby enemies."
"DOTA_Tooltip_ability_creep_bear_big_clap_silence_lua_radius"                                         "RADIUS:"
"DOTA_Tooltip_ability_creep_bear_big_clap_silence_lua_duration"                                       "DURATION:"

"DOTA_Tooltip_ability_creep_bear_big_passive_anticreep_lua"                                           "Forest Warrior"
"DOTA_Tooltip_ability_creep_bear_big_passive_anticreep_lua_Description"                               "Increase damage to non-hero units."
"DOTA_Tooltip_ability_creep_bear_big_passive_anticreep_lua_damage_creep_pct"                          "%DAMAGE INCREASING:"

"DOTA_Tooltip_ability_creep_bear_big_aura_lua"                                                        "Aura of Hardness"
"DOTA_Tooltip_ability_creep_bear_big_aura_lua_Description"                                            "Increase allies damage in aura."
"DOTA_Tooltip_ability_creep_bear_big_aura_lua_aura_radius"                                            "RADIUS:"
"DOTA_Tooltip_ability_creep_bear_big_aura_lua_bonus_attack"                                           "%BONUS DAMAGE:"


// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\npc_aa_creep_bear_big.kv' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\npc_aa_creep_bear_small.kv' begin 
"DOTA_Tooltip_ability_creep_bear_small_rage_lua"                                                      "Bear Rage"
"DOTA_Tooltip_ability_creep_bear_small_rage_lua_Description"                                          "Bear turns into rage, increasing himself attack speed and getting incoming damage reduction. Purge all debufs from bear."
"DOTA_Tooltip_ability_creep_bear_small_rage_lua_rage_duration"                                        "DURATION:"
"DOTA_Tooltip_ability_creep_bear_small_rage_lua_bonus_attack_speed_pct"                               "%BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_creep_bear_small_rage_lua_bonus_resist_pct"                                     "%BONUS DAMAGE REDUCTION:"

"DOTA_Tooltip_ability_creep_bear_small_aura_lua"                                                      "Beat Aura"
"DOTA_Tooltip_ability_creep_bear_small_aura_lua_Description"                                          "Increase damage and movement speed to around allies."
"DOTA_Tooltip_ability_creep_bear_small_aura_lua_aura_radius"                                          "RADIUS:"
"DOTA_Tooltip_ability_creep_bear_small_aura_lua_bonus_movespeed"                                      "BONUS MOVEMENT SPEED:"
"DOTA_Tooltip_ability_creep_bear_small_aura_lua_bonus_damage"                                         "BONUS DAMAGE:"

"DOTA_Tooltip_ability_creep_bear_small_regen_lua"                                                     "Whild Blood"
"DOTA_Tooltip_ability_creep_bear_small_regen_lua_Description"                                         "Increase health regeneration."
"DOTA_Tooltip_ability_creep_bear_small_regen_lua_bonus_regen"                                         "BONUS HEALTH REGEN:"


// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\npc_aa_creep_bear_small.kv' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\creeps\map creeps\npc_aa_creep_centaur_big.kv' begin 
"DOTA_Tooltip_ability_npc_aa_creep_centaur_big_stun_lua"                                              "Massive Stomp"
"DOTA_Tooltip_ability_npc_aa_creep_centaur_big_stun_lua_Description"                                  "Centaur stomps, stuns and deal damage to around units."
"DOTA_Tooltip_ability_npc_aa_creep_centaur_big_stun_lua_radius"                                       "RADIUS:"
"DOTA_Tooltip_ability_npc_aa_creep_centaur_big_stun_lua_duration"                                     "DURATION:"
"DOTA_Tooltip_ability_npc_aa_creep_centaur_big_stun_lua_damage"                                       "DAMAGE:"

"DOTA_Tooltip_ability_npc_aa_creep_centaur_big_aura_hp_regen_lua"                                     "Regeneration Aura"
"DOTA_Tooltip_ability_npc_aa_creep_centaur_big_aura_hp_regen_lua_Description"                         "Increase allies health regeneration in aura."
"DOTA_Tooltip_ability_npc_aa_creep_centaur_big_aura_hp_regen_lua_radius"                              "RADIUS:"
"DOTA_Tooltip_ability_npc_aa_creep_centaur_big_aura_hp_regen_lua_regen_hp"                            "HEALTH REGENERATION:"

"DOTA_Tooltip_ability_npc_aa_creep_centaur_big_mage_resist_lua"                                       "Centaur Blessing"
"DOTA_Tooltip_ability_npc_aa_creep_centaur_big_mage_resist_lua_Description"                           "Apply blessing that increasing magical resistance of selected ally."
